Date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
time,continuous,continuous,continuous,continuous,continuous,discrete
,,,,,,class
2015-02-02 14:19:59,2.87031283973,-0.275546087621,2.37615770754,0.297428135966,0.747225424929,1
2015-02-02 14:21:00,2.88220448105,-0.287650388824,2.34700110165,0.328408738464,0.737325610417,1
2015-02-02 14:22:00,2.87477220522,-0.308832915929,1.9456739828,0.345403493431,0.709137319766,1
2015-02-02 14:23:00,2.9059877637,-0.293702539425,1.91948389204,0.359612222994,0.739226146844,1
2015-02-02 14:25:00,2.88220448105,-0.275546087621,2.16222958758,0.423133602217,0.751807632298,1
2015-02-02 14:25:59,2.9059877637,-0.275546087621,2.02322716416,0.419790371731,0.760980873539,1
2015-02-02 14:29:00,2.89706903271,-0.244276642847,1.88337716498,0.48080432809,0.79498808396,1
2015-02-02 14:31:00,2.85247537774,-0.213007198074,1.85159307426,0.53680343872,0.815052382703,1
2015-02-02 14:31:59,2.85247537774,-0.192833362736,1.81980898354,0.581379845192,0.83915034607,1
2015-02-02 14:32:59,2.85247537774,-0.177904724586,1.79438171096,0.605005340622,0.856983743711,1
2015-02-02 14:34:00,2.85247537774,-0.154503075594,1.79438171096,0.633757122797,0.884940348271,1
2015-02-02 14:35:00,2.85247537774,-0.13785966144,1.74861262032,0.697278502019,0.904824429126,1
2015-02-02 14:36:00,2.75337836671,-0.154503075594,1.7435271658,0.734054037359,0.84602451111,1
2015-02-02 14:37:00,2.79301717112,-0.137153577203,1.76386898387,0.756119358562,0.882217589231,1
2015-02-02 14:38:00,2.80292687222,-0.122224939053,1.79438171096,0.76581472697,0.903902567408,1
2015-02-02 14:38:59,2.79301717112,-0.112138021384,1.8401508016,0.793563539999,0.911996331267,1
2015-02-02 14:39:59,2.75337836671,-0.100033720181,1.79438171096,0.824321260464,0.91070632143,1
2015-02-02 14:44:00,2.75337836671,-0.063720816573,2.10078034552,0.931304635997,0.953833153085,1
2015-02-02 14:44:59,2.77815261946,-0.0531295530206,1.9706774675,0.968080171336,0.976306422852,1
2015-02-02 14:45:59,2.75337836671,-0.053633898904,2.06052049727,0.974766632307,0.96581362724,1
2015-02-02 14:48:00,2.75337836671,-0.0314426800323,2.08933807286,0.98256750344,0.992171892851,1
2015-02-02 14:49:00,2.75337836671,-0.0263992211978,2.08170989109,1.02909412769,0.998162642198,1
2015-02-02 14:51:00,2.75337836671,-0.0112688446944,1.91812777084,1.04163124202,1.01613541124,1
2015-02-02 14:53:00,2.75337836671,-0.0112688446944,2.03339807319,1.08910511491,1.01613541124,1
2015-02-02 14:54:00,2.76989453521,-0.00454423291508,1.98508625529,1.09679454502,1.03077683583,1
2015-02-02 14:55:00,2.81944304073,0.00890499064354,1.99610474008,1.10180939075,1.06681442741,1
2015-02-02 14:57:00,2.75337836671,0.0134441035946,1.89354807401,1.16198753949,1.04549261477,1
2015-02-02 14:58:59,2.75337836671,0.0405106660063,1.82658958956,1.18093251224,1.07764813498,1
2015-02-02 15:00:00,2.75337836671,0.0299434189245,1.87647547671,1.20019588789,1.06509377442,1
2015-02-02 15:01:00,2.72860411395,0.0270614424477,1.79438171096,1.18622596051,1.05164371489,1
2015-02-02 15:02:00,2.69392016009,0.0310962095152,1.84727043792,1.19207661386,1.04240539,1
2015-02-02 15:03:00,2.75337836671,0.0649882528829,1.82489443805,1.21481058116,1.10673006388,1
2015-02-02 15:04:00,2.67905560843,0.0694264966573,1.7435271658,1.28401545221,1.0817343427,1
2015-02-02 15:04:59,2.65428135567,0.0649882528829,1.7435271658,1.28317964459,1.06643056602,1
2015-02-02 15:06:00,2.65428135567,0.0694264966573,1.7435271658,1.26562768454,1.07167168042,1
2015-02-02 15:07:00,2.65428135567,0.0694264966573,1.7435271658,1.26980672264,1.07167168042,1
2015-02-02 15:08:00,2.65428135567,0.0694264966573,1.69775807516,1.27766331428,1.07167168042,1
2015-02-02 15:08:59,2.65428135567,0.0694264966573,1.66724534807,1.28401545221,1.07167168042,1
2015-02-02 15:10:00,2.65428135567,0.0744699554918,1.69394398428,1.28234383696,1.0776275729,1
2015-02-02 15:10:59,2.5997779996,0.0946437908297,1.74734125669,1.29738837415,1.07926136576,1
2015-02-02 15:11:59,2.54527464353,0.105739400266,1.75268098393,1.29905998939,1.07015207472,1
2015-02-02 15:13:00,2.54527464353,0.109774167333,1.73132207497,1.34452792399,1.07488525114,1
2015-02-02 15:14:00,2.54527464353,0.109774167333,1.73132207497,1.36124407642,1.07488525114,1
2015-02-02 15:15:00,2.54527464353,0.109774167333,1.74734125669,1.36926782958,1.07488525114,1
2015-02-02 15:16:00,2.54527464353,0.114313280284,1.74734125669,1.37261106007,1.0802101394,1
2015-02-02 15:16:59,2.54527464353,0.144742148586,1.76132625661,1.39545646839,1.11590838387,1
2015-02-02 15:17:59,2.52545524133,0.148104454475,1.79438171096,1.40136284224,1.11174688205,1
